"Term","Course ID","Offer Nbr","Class Nbr","Section","Enrl Stat","Class Stat","Assoc","Session","Auto Enrol","Auto Enr 2","Class Type","Cap Enrl","Tot Enrl","Comb Sects ID","Combined Sect Cap Enrl","Combined Sect Tot Enrl"
"3310","106145","1","12170","WR01","Open","Active","10","1","","","Non-Enrol","80","37","","",""
"3310","018570","1","12171","CB21","Open","Active","10","FY1","","","Non-Enrol","9","6","","",""
"3310","106684","1","12175","LE01","Open","Active","10","1","","","Enrolment","40","23","","",""
"3310","105121","1","12526","TU07","Closed","Tentative","10","1","","","Enrolment","18","0","","",""
"3310","003808","1","12527","LE01","Open","Active","10","1","","","Enrolment","424","375","","",""
"3310","105873","1","12528","LE01","Open","Active","10","1","","","Enrolment","140","69","0035","140","127"
"3310","105873","1","12529","PR01","Open","Active","10","1","","","Non-Enrol","78","29","0036","78","69"
"3310","105873","1","12530","PR02","Open","Active","10","1","","","Non-Enrol","78","11","0037","78","31"
"3310","105873","1","12531","PR03","Open","Active","10","1","","","Non-Enrol","48","29","0038","78","38"
"3310","105873","1","12532","TU01","Open","Active","10","1","","","Non-Enrol","30","14","0039","30","31"
"3310","105873","1","12533","TU02","Open","Active","10","1","","","Non-Enrol","30","20","0040","30","29"
"3310","105873","1","12534","TU03","Open","Active","10","1","","","Non-Enrol","30","14","0041","30","22"
"3310","105873","1","12535","TU04","Open","Active","10","1","","","Non-Enrol","30","16","0042","30","26"
"3310","105873","1","12536","TU05","Open","Active","10","1","","","Non-Enrol","30","5","0043","30","4"
"3310","105875","1","12539","LE01","Open","Active","10","1","","","Enrolment","140","58","0035","140","127"
"3310","105875","1","12540","PR01","Open","Active","10","1","","","Non-Enrol","78","38","0036","78","69"
"3310","105875","1","12541","PR02","Open","Active","10","1","","","Non-Enrol","78","16","0037","78","31"
"3310","105875","1","12542","PR03","Open","Active","10","1","","","Non-Enrol","48","4","0038","78","38"
"3310","105875","1","12543","TU01","Open","Active","10","1","","","Non-Enrol","30","17","0039","30","31"
"3310","105875","1","12544","TU02","Open","Active","10","1","","","Non-Enrol","30","9","0040","30","29"
"3310","105875","1","12545","TU03","Open","Active","10","1","","","Non-Enrol","30","14","0041","30","22"
"3310","105875","1","12546","TU04","Open","Active","10","1","","","Non-Enrol","30","13","0042","30","26"
"3310","105875","1","12547","TU05","Open","Active","10","1","","","Non-Enrol","30","5","0043","30","4"
"3310","102281","1","19706","PR16","Open","Active","10","1","","","Non-Enrol","80","68","","",""
"3310","105402","1","12845","TU01","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","105402","1","12846","TU02","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","105402","1","12847","TU03","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","105402","1","12849","TU05","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","105402","1","12851","TU08","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","105402","1","12853","TU11","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","105402","1","12854","TU12","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","105402","1","12855","TU13","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","104248","1","12856","TU01","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","104248","1","12857","TU02","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","104248","1","12858","TU03","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3310","104248","1","12859","TU04","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","104248","1","12861","TU06","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","104248","1","12862","TU07","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","104248","1","12863","TU08","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","104248","1","12865","TU10","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","104248","1","12866","TU11","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3310","104447","1","10255","LE01","Open","Active","10","1","","","Enrolment","120","46","","",""
"3310","104419","1","10256","LE01","Open","Active","10","1","","","Enrolment","80","25","","",""
"3310","105551","1","10257","LE01","Open","Active","10","1","","","Enrolment","15","10","","",""
"3310","104412","1","10258","LE01","Open","Active","10","1","","","Enrolment","30","18","","",""
"3310","105388","1","10260","LE01","Open","Active","10","1","","","Non-Enrol","140","114","","",""
"3310","105388","1","10261","WR01","Open","Active","10","1","","","Enrolment","24","23","","",""
"3310","105388","1","10262","WR02","Closed","ToBeCancel","10","1","","","Enrolment","23","0","","",""
"3310","105388","1","10263","WR04","Open","Active","10","1","","","Enrolment","23","22","","",""
"3310","105388","1","10264","WR06","Closed","ToBeCancel","10","1","","","Enrolment","20","0","","",""
"3310","105388","1","10265","WR07","Open","Active","10","1","","","Enrolment","24","23","","",""
"3310","106739","1","19609","LE01","Open","Active","10","1","","","Enrolment","25","19","","",""
"3310","104793","1","10268","TU01","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","100170","1","10269","LE01","Open","Active","10","1","","","Enrolment","279","278","","",""
"3310","105726","1","10271","LE01","Open","Active","10","1","","","Enrolment","50","44","","",""
"3310","104397","1","10272","LE01","Open","Active","10","1","","","Enrolment","200","159","","",""
"3310","100760","1","10570","RS02","Open","Active","10","FY1","","","Enrolment","50","9","","",""
"3310","100760","1","10571","RS03","Open","Active","10","FY1","","","Enrolment","50","5","","",""
"3310","102059","1","10572","RS02","Open","Active","10","FY1","","","Enrolment","50","6","","",""
"3310","102059","1","10573","RS03","Open","Active","10","FY1","","","Enrolment","50","8","","",""
"3310","102281","1","19671","PR14","Closed","Tentative","10","1","","","Non-Enrol","80","0","","",""
"3310","100319","1","10575","LE01","Open","Active","10","1","","","Enrolment","145","73","","",""
"3310","019786","1","10576","LA23","Open","Active","10","1","","","Non-Enrol","27","24","","",""
"3310","102281","1","10578","LE02","Open","Active","10","1","","","Enrolment","532","489","","",""
"3310","102281","1","10579","PR04","Open","Active","10","1","","","Non-Enrol","67","62","","",""
"3310","102281","1","10580","PR05","Open","Active","10","1","","","Non-Enrol","80","69","","",""
"3310","102281","1","10581","PR06","Open","Active","10","1","","","Non-Enrol","80","74","","",""
"3310","102281","1","10582","PR07","Open","Active","10","1","","","Non-Enrol","61","58","","",""
"3310","102281","1","10583","PR08","Open","Active","10","1","","","Non-Enrol","80","42","","",""
"3310","102281","1","10584","PR09","Open","Active","10","1","","","Non-Enrol","80","79","","",""
"3310","102281","1","10585","PR10","Open","Active","10","1","","","Non-Enrol","76","71","","",""
"3310","106472","1","10951","PR01","Closed","Active","10","FY1","","","Non-Enrol","92","92","","",""
"3310","106472","1","10952","PR02","Closed","Tentative","10","FY1","","","Non-Enrol","72","0","","",""
"3310","106472","1","10953","PR03","Open","Active","10","FY1","","","Non-Enrol","92","55","","",""
"3310","106472","1","10954","PR04","Open","Tentative","10","FY1","","","Non-Enrol","72","0","","",""
"3310","104300","1","10962","LE01","Open","Active","10","1","","","Enrolment","125","113","","",""
"3310","104300","1","10963","PR02","Open","Active","10","1","","","Non-Enrol","60","50","","",""
"3310","104303","1","10964","LE01","Open","Active","10","1","","","Enrolment","120","113","","",""
"3310","104303","1","10965","PR01","Open","Active","10","1","","","Non-Enrol","58","54","","",""
"3310","104303","1","10966","PR02","Open","Active","10","1","","","Non-Enrol","62","59","","",""
"3310","106145","1","11259","LE01","Open","Active","10","1","","","Enrolment","80","37","","",""
"3310","105802","1","11260","LE01","Open","Active","10","1","","","Non-Enrol","25","2","","",""
"3310","105802","1","11261","TU01","Open","Active","10","1","","","Enrolment","10","6","","",""
"3310","105877","1","19678","TU04","Open","Active","11","1","","","Non-Enrol","30","16","","",""
"3310","103967","1","11275","LE01","Open","Active","10","1","","","Non-Enrol","160","149","","",""
"3310","103792","1","11276","LE01","Open","Active","10","1","","","Enrolment","110","93","","",""
"3310","104069","1","11277","LE01","Open","Active","10","1","","","Enrolment","80","72","","",""
"3310","104309","2","11278","LE01","Open","Active","10","1","","","Enrolment","35","32","","",""
"3310","003826","1","11279","WR14","Open","Active","10","1","","","Non-Enrol","24","22","","",""
"3310","104237","1","11601","LE01","Open","Active","10","1","","","Enrolment","224","210","","",""
"3310","104229","1","11602","LE01","Open","Active","10","1","","","Enrolment","202","201","","",""
"3310","104247","1","11603","LE01","Open","Active","10","1","","","Enrolment","180","174","","",""
"3310","104829","1","11609","LE01","Open","Active","10","1","","","Enrolment","130","104","","",""
"3310","101596","1","11610","RS02","Open","Active","10","FY1","","","Enrolment","40","5","","",""
"3310","102053","1","11611","RS02","Open","Active","10","FY1","","","Enrolment","40","4","","",""
"3310","102073","1","11612","RS02","Open","Active","10","FY1","","","Enrolment","20","0","","",""
"3310","101608","1","11613","RS02","Open","Active","10","FY1","","","Enrolment","20","5","","",""
"3310","106814","1","11615","LE01","Open","Active","10","1","","","Enrolment","80","13","","",""
"3310","105564","1","19309","CL01","Closed","Active","10","FY1","","","Non-Enrol","43","43","","",""
"3310","105564","1","19310","CL02","Open","Active","10","FY1","","","Non-Enrol","42","39","","",""
"3310","106010","1","19311","CL01","Open","Active","10","FY1","","","Non-Enrol","90","83","","",""
"3310","104252","1","12052","TU01","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3310","104929","1","12054","LE01","Open","Active","10","1","","","Enrolment","550","417","","",""
"3310","104706","1","12055","WR01","Closed","ToBeCancel","10","1","","","Enrolment","25","0","","",""
"3310","103727","1","12056","LE01","Open","Active","10","1","","","Enrolment","250","173","","",""
"3310","104630","1","12057","SE01","Open","Active","10","1","","","Enrolment","85","74","","",""
"3310","002909","1","12058","SE01","Open","Active","10","1","","","Enrolment","24","23","","",""
"3310","002909","1","12059","SE02","Open","Active","10","1","","","Enrolment","24","21","","",""
"3310","002909","1","12060","SE03","Closed","Active","10","1","","","Enrolment","24","24","","",""
"3310","002909","1","12061","SE04","Open","Active","10","1","","","Enrolment","25","21","","",""
"3310","002909","1","12062","SE05","Open","Active","10","1","","","Enrolment","24","20","","",""
"3310","002909","1","12063","SE06","Closed","Active","10","1","","","Enrolment","24","24","","",""
"3310","002909","1","12064","SE07","Open","Active","10","1","","","Enrolment","24","20","","",""
"3310","002909","1","12065","SE08","Open","Active","10","1","","","Enrolment","24","22","","",""
"3310","002909","1","12066","SE10","Open","Active","10","1","","","Enrolment","24","21","","",""
"3310","002909","1","12067","TU01","Open","Active","10","1","","","Non-Enrol","24","20","","",""
"3310","002909","1","12068","TU02","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3310","002909","1","12069","TU03","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3310","002909","1","12070","TU04","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3310","002909","1","12071","TU05","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3310","002909","1","12072","TU06","Open","Active","10","1","","","Non-Enrol","24","23","","",""
"3310","002909","1","12073","TU07","Open","Active","10","1","","","Non-Enrol","22","19","","",""
"3310","002909","1","12074","TU08","Open","Active","10","1","","","Non-Enrol","24","19","","",""
"3310","002909","1","12075","TU09","Closed","Active","10","1","","","Non-Enrol","24","24","","",""
"3310","002909","1","12076","TU10","Closed","Active","10","1","","","Non-Enrol","24","24","","",""
"3310","106681","1","12176","LE01","Open","Active","10","1","","","Enrolment","80","25","","",""
"3310","106676","1","12177","LE01","Open","Active","10","1","","","Enrolment","50","13","","",""
"3310","106679","1","12178","LE01","Open","Active","10","1","","","Enrolment","50","26","","",""
"3310","013762","1","12188","CL01","Closed","Active","10","FY1","","","Enrolment","18","18","","",""
"3310","013762","1","12189","CL02","Open","Active","10","FY1","","","Enrolment","18","15","","",""
"3310","013762","1","12190","CL03","Open","Active","10","FY1","","","Enrolment","18","17","","",""
"3310","013762","1","12191","CL04","Open","Active","10","FY1","","","Enrolment","18","14","","",""
"3310","013762","1","12192","CL05","Open","Active","10","FY1","","","Enrolment","18","13","","",""
"3310","013762","1","12193","CL06","Open","Active","10","FY1","","","Enrolment","18","13","","",""
"3310","013762","1","12194","CL07","Closed","Active","10","FY1","","","Enrolment","18","18","","",""
"3310","013762","1","12195","CL08","Open","Active","10","FY1","","","Enrolment","18","15","","",""
"3310","013762","1","12196","CL09","Closed","Active","10","FY1","","","Enrolment","18","18","","",""
"3310","013762","1","12197","CL10","Closed","Active","10","FY1","","","Enrolment","18","18","","",""
"3310","013249","1","12198","CL01","Closed","Active","10","FY1","","","Enrolment","18","18","","",""
"3310","013249","1","12199","CL02","Closed","Active","10","FY1","","","Enrolment","18","18","","",""
